Constituency Name,Electorate,Conservative Votes,Conservative Vote (proportion),Labour Votes,Labour Vote (proportion),Lib Dem Votes,Lib Dem Vote (proportion),Turnout (Proportion),Binary_Con (1 = win),Median House Price (£),Ratio of median house price to median salary,Home Ownership (proportion of households),Unemployment Rate,Share of LSOAs (small areas) in most deprived decile,Number of Businesses,Number of businesses per capita,Standardised Weighted Overall Social Mobility Index,School Funding Per Pupil (Real),Are Religous (proportion),Are Not Religious (proportion),Are Christian (proportion),Are Muslim (proportion),Average Internet Speed (Mb/s),Asthma,Atrial fibrillation,Cancer diagnosis since 2003,Cardiovascular disease (primary prevention),Chronic kidney disease,COPD,Coronary heart disease,Dementia,Depression,Diabetes,Epilepsy,Heart failure,High blood pressure (hypertension),Learning disabilities,Obesity,Osteoporosis,Peripheral arterial disease,Rheumatoid arthritis,"Schizophrenia, bipolar disorder & psychoses",Stroke and transient ischaemic attack,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,"""White""","""Mixed""","""Asian""","""Black""","""Other"""
Morley and Outwood,78803,29424,0.3733868,18157,0.23041001,2285,0.028996358,0.658985064,1,175500,5.3,0.727959154,0.018211186,0.015873016,3265,0.041432433,-11.34881224,"4,522",0.658089188,0.276631465,0.632242753,0.008518753,86.2,0.067665123,0.019909003,0.031381189,0.012299265,0.039107567,0.023872081,0.034051081,0.006697396,0.116030887,0.071279081,0.008875211,0.008615193,0.145308125,0.005122141,0.127336614,0.004001701,0.006704446,0.008195919,0.007321541,0.019267112,0.12042529,0.10559217,0.12301584,0.13353805,0.13133758,0.14773103,0.10779263,0.08572801,0.04483942,0.953675396,0.012425772,0.024737546,0.006186977,0.002974309
Newark,75850,34660,0.456954515,12844,0.169334212,5308,0.069980224,0.721977587,1,300000,9.5,0.751253374,0.014071762,0,3690,0.048648649,-52.28857083,"4,522",0.648831568,0.275355727,0.634624131,0.00335694,60.2,0.069382235,0.031236256,0.047251607,0.014280768,0.042089567,0.022120317,0.034825534,0.010713345,0.132506339,0.068894237,0.007895432,0.016297713,0.175958469,0.005152301,0.110968616,0.02043501,0.006224103,0.008366979,0.007696915,0.023841744,0.10306483,0.10429205,0.09725957,0.10390788,0.11857045,0.15291118,0.13216588,0.11357622,0.07425195,0.973729236,0.009453577,0.009269486,0.004883807,0.002663894
Newbury,83414,34431,0.412772436,4404,0.052796893,18384,0.220394658,0.719279737,1,360000,11.3,0.748023403,0.014803403,0,4360,0.052269403,14.33043375,"4,520",0.682925959,0.237124923,0.670692853,0.00208046,49.9,0.076603227,0.040653735,0.058890552,0.014628839,0.050350173,0.021876776,0.051542497,0.0155644,0.093498564,0.070374876,0.00789483,0.018364959,0.200823728,0.006313781,0.086289339,0.014678589,0.008293447,0.011013843,0.007663942,0.03407106,0.08579732,0.09715436,0.0773808,0.08065713,0.10597606,0.14458543,0.14914678,0.15271248,0.10658964,0.977697465,0.008880593,0.009617671,0.001914023,0.001890247
Newcastle-Under-Lyme,68211,23485,0.344299307,16039,0.235138028,2361,0.034613186,0.655891279,1,218500,6.9,0.726008011,0.0196044,0.032786885,4995,0.073228658,-56.3877816,"4,517",0.683637062,0.244205909,0.667546014,0.00612511,80.1,0.064640854,0.026963769,0.040426494,0.013049345,0.058074874,0.019371702,0.036590912,0.008987277,0.092497921,0.069507056,0.008989071,0.009921546,0.154603534,0.005890249,0.119321343,0.007760327,0.006085406,0.007039277,0.006268889,0.021733409,0.10481182,0.11004434,0.10155456,0.11160176,0.12500119,0.14996723,0.12752722,0.11084205,0.05864979,0.969232946,0.011916674,0.011613451,0.005508556,0.001728373
Newcastle Upon Tyne Central,57845,9290,0.160601608,21568,0.372858501,2709,0.046832051,0.647834731,0,330000,9.2,0.666917448,0.015537674,0,6655,0.115048837,-8.422967517,"4,515",0.660269232,0.267827074,0.636816106,0.006754054,96.8,0.069813489,0.020983063,0.033910447,0.014235227,0.042793815,0.014779597,0.024558081,0.007454663,0.125893472,0.055442277,0.00818501,0.007566523,0.140187708,0.004946352,0.078276844,0.008555305,0.00490575,0.007420397,0.006880008,0.01583903,0.12110958,0.12563613,0.09679839,0.11887755,0.13997464,0.149367,0.11137797,0.08910236,0.04775636,0.956200984,0.013442986,0.021890205,0.00623308,0.002232745
Newcastle Upon Tyne East,63796,10586,0.165935168,26049,0.408317136,4535,0.071085962,0.679744812,0,137495,5.2,0.428541541,0.053552152,0.355932203,3345,0.052432754,1.54140263,"4,514",0.685003149,0.25333803,0.51161773,0.135068788,87.3,0.056104127,0.013486151,0.021601503,0.010773016,0.039761812,0.019752862,0.025664556,0.005950915,0.086942571,0.065012967,0.00756886,0.007258593,0.106475363,0.006770298,0.101240904,0.006084654,0.007411243,0.005874619,0.009554786,0.015862865,0.12931815,0.14254662,0.21850306,0.14443108,0.10589309,0.09872845,0.07774762,0.0494995,0.03333239,0.742189918,0.020076206,0.184165306,0.029724739,0.02384383
Newcastle Upon Tyne North,68486,15589,0.227623164,21354,0.311800952,4357,0.063618842,0.686257045,0,155996,5.4,0.408035805,0.039061388,0.263157895,2700,0.039424116,37.33901972,"4,513",0.5903922,0.342246493,0.534768645,0.029972068,94.1,0.059723174,0.015049453,0.024317405,0.013422756,0.038507132,0.020695395,0.026179657,0.006521902,0.103014695,0.054326917,0.007916549,0.008622004,0.119822319,0.006568476,0.102308539,0.01293243,0.008220263,0.005684744,0.010500213,0.016615055,0.08114068,0.1062136,0.3479966,0.12258418,0.08467235,0.09500395,0.07640901,0.0521068,0.03387283,0.886639676,0.01596418,0.070227746,0.018328469,0.008839929
New Forest East,73549,32769,0.445539708,7518,0.102217569,7390,0.100477233,0.690505649,1,181860,5.8,0.646014327,0.036359409,0.152542373,2120,0.028824321,32.46913861,"4,513",0.688464712,0.25187304,0.650035756,0.02245448,77.7,0.069487236,0.020962621,0.031798713,0.011819233,0.055579567,0.022031043,0.034486433,0.009270768,0.10704214,0.071253399,0.008877595,0.009141922,0.142909722,0.006435963,0.122466654,0.00778043,0.008918646,0.007839408,0.00916716,0.02154569,0.12727917,0.11108606,0.12044972,0.12366042,0.11691686,0.1350321,0.11569271,0.08926615,0.06061679,0.93780736,0.009593487,0.034534353,0.006854062,0.011210738
New Forest West,70869,32113,0.453131835,6595,0.093059024,7710,0.108792279,0.709844925,1,140000,4.9,0.662704506,0.023107688,0.035714286,2525,0.035629119,16.63229521,"4,512",0.673967058,0.258721682,0.643206476,0.014604531,93.2,0.067808434,0.023986934,0.032339357,0.014198301,0.038623761,0.025537736,0.034997584,0.01079426,0.148156274,0.076140376,0.010166084,0.01025963,0.157523443,0.00454935,0.121652284,0.007592622,0.007267432,0.008625296,0.008540674,0.024063059,0.10069026,0.11499291,0.16622203,0.12152492,0.11841242,0.13160347,0.10480848,0.08596413,0.05578139,0.937759289,0.013424026,0.036618135,0.00852212,0.003676429
Newton Abbot,72529,29190,0.402459706,9329,0.128624412,11689,0.161163121,0.724620497,1,240000,9.0,0.729149397,0.018382078,0,3290,0.045361166,-10.80814998,"4,508",0.635444988,0.282220329,0.623799578,0.002088706,67.7,0.077377209,0.030335206,0.042315834,0.010867042,0.056967906,0.024274807,0.038691432,0.010961892,0.124519253,0.071620726,0.009310273,0.009604817,0.172318806,0.007023128,0.110680544,0.009251916,0.00843742,0.009762417,0.00835174,0.027053049,0.09975701,0.0978754,0.09234888,0.10697159,0.11360558,0.15403307,0.14060382,0.12256199,0.07224267,0.98239186,0.007234624,0.008133117,0.001155206,0.001085194
"Normanton, Pontefract and Castleford",84527,17021,0.20136761,18297,0.216463379,3147,0.037230707,0.570929999,0,152995,5.7,0.630806531,0.033487136,0.205882353,2850,0.033717037,-54.84070875,"4,504",0.693717058,0.242231447,0.682307943,0.004505807,80.4,0.075097605,0.020872823,0.030687316,0.014049366,0.057410967,0.030508394,0.037568485,0.0080904,0.12439565,0.080021759,0.009407465,0.007099764,0.164685688,0.005038006,0.131649351,0.003995396,0.007310938,0.007880709,0.007945957,0.020773027,0.12552342,0.1065456,0.12346893,0.13631813,0.1221196,0.14583316,0.10844337,0.08451219,0.04723558,0.975232054,0.006884649,0.011446429,0.00502822,0.001408648
Northampton North,58768,21031,0.357864824,15524,0.264157365,2031,0.034559624,0.672798121,1,250000,9.8,0.684477556,0.024786596,0.038461538,5185,0.088228288,-32.14105813,"4,502",0.629142779,0.284689706,0.616762979,0.001221991,58.9,0.076117204,0.029237121,0.038721435,0.012057258,0.051004665,0.023271585,0.041691605,0.009073301,0.113459212,0.072873574,0.008925368,0.011945689,0.162709732,0.00561316,0.096450967,0.006733353,0.006607365,0.009429365,0.008858845,0.027354827,0.10753167,0.10629505,0.08989155,0.10110555,0.11589193,0.14777939,0.14133214,0.12065869,0.06951403,0.984365364,0.006783765,0.006338366,0.001324776,0.00118773
Northampton South,62163,20914,0.336438074,16217,0.260878658,2482,0.039927288,0.656902016,1,252500,9.9,0.684557886,0.019487511,0.051724138,4925,0.079227193,-27.57975723,"4,501",0.626399906,0.288073708,0.613086786,0.002999989,48.9,0.079417694,0.027948081,0.039619304,0.010960157,0.048737528,0.023467124,0.046519938,0.010038894,0.114897518,0.074996888,0.00930125,0.009626264,0.150940411,0.004279189,0.10920619,0.005457832,0.008725216,0.009132401,0.009838864,0.028185494,0.10685057,0.10523444,0.09404498,0.10465799,0.11720624,0.15042463,0.13280148,0.11982088,0.06895878,0.979448472,0.008380753,0.008914559,0.001686827,0.001569389
North Cornwall,69935,30671,0.438564381,4516,0.064574248,15919,0.227625652,0.738943304,1,285000,9.7,0.719408698,0.013807096,0,5065,0.072424394,-31.44836955,"4,501",0.683421857,0.237167514,0.668384969,0.003067901,46.4,0.074554446,0.032984584,0.047950598,0.01223719,0.057719305,0.019796155,0.04430943,0.009943099,0.103718351,0.074083193,0.007598377,0.013647387,0.171877986,0.005146936,0.101312415,0.014360694,0.00687028,0.009283655,0.00741969,0.025977831,0.09927839,0.1131725,0.08265419,0.10078048,0.11632887,0.15127219,0.14036191,0.12432634,0.07182511,0.97870209,0.007711492,0.010341121,0.002379188,0.000866108
North Devon,75859,31479,0.414967242,5097,0.067190445,16666,0.21969707,0.732688277,1,118000,4.2,0.670191313,0.041389959,0.055555556,1905,0.02511238,-4.950077836,"4,501",0.716089454,0.227351726,0.706329201,0.002819884,51.3,0.07534114,0.023985755,0.035303956,0.012166465,0.053105598,0.029458432,0.046053272,0.008934035,0.130999531,0.087183128,0.009548427,0.01317059,0.17558204,0.006925148,0.162275126,0.00703827,0.009998359,0.009226229,0.008794183,0.025469203,0.1106396,0.10519646,0.11368369,0.11722569,0.12057531,0.15201204,0.12604109,0.10152997,0.05309613,0.986199832,0.004684461,0.007561894,0.000782662,0.000771152
North Dorset,76765,35705,0.465120823,6737,0.08776135,11404,0.148557285,0.730892985,1,325000,9.0,0.743290659,0.016975607,0,5275,0.068716212,19.14828431,"4,500",0.65366642,0.279012033,0.626913042,0.006415748,92.0,0.069419426,0.021313291,0.033686635,0.01247082,0.031215173,0.016502865,0.03000017,0.007384001,0.109868752,0.06719185,0.006870759,0.008513556,0.144029446,0.004633899,0.098160812,0.008128214,0.004655867,0.007882593,0.008303525,0.015674846,0.13066179,0.11387083,0.09524691,0.13023298,0.13906149,0.14516576,0.11214719,0.08685563,0.04675742,0.940603217,0.019042798,0.026402897,0.011176448,0.002774641
North Durham,66796,13897,0.20805138,18639,0.279043655,2879,0.043101383,0.631699503,0,200000,7.2,0.698244361,0.02428287,0.061538462,4310,0.064524822,-65.61890592,"4,499",0.670783797,0.256851997,0.656447996,0.004253577,68.3,0.072248771,0.023434789,0.034998006,0.015363664,0.033638931,0.027326387,0.037834274,0.007947477,0.127822154,0.08504559,0.008716959,0.009630532,0.16542548,0.006229255,0.130525779,0.006654692,0.007467164,0.009848506,0.00665443,0.02018846,0.11697403,0.10379492,0.10853442,0.12126453,0.12039978,0.14268371,0.12165534,0.10322952,0.06146376,0.971889015,0.009815263,0.011363636,0.00512565,0.001806436
North East Bedfordshire,90678,38443,0.423950683,14160,0.156156951,7999,0.088213238,0.717020667,1,195000,6.3,0.709996968,0.020657346,0.051724138,2985,0.032918679,-35.90794094,"4,499",0.682406878,0.249395312,0.672402041,0.002902502,60.6,0.072576366,0.026926606,0.039332689,0.013146511,0.07261983,0.02623877,0.042847263,0.010712449,0.132704822,0.084958081,0.008961704,0.011884747,0.181937536,0.004980341,0.121596805,0.005407815,0.00896586,0.008995039,0.008940326,0.025719881,0.09915417,0.10186865,0.10194466,0.10776447,0.12158655,0.15109828,0.13347594,0.12006645,0.06304087,0.980671973,0.008157791,0.007707023,0.002253837,0.001209376
North East Cambridgeshire,83699,38423,0.459061638,8430,0.100718049,4298,0.051350673,0.632791312,1,410000,10.8,0.76872491,0.008054281,0,5535,0.066129822,44.77478257,"4,498",0.675706897,0.253567006,0.653539947,0.005182695,100.8,0.069529103,0.023389371,0.03756699,0.011754051,0.035941443,0.013294252,0.027320663,0.009639758,0.128953475,0.057040889,0.006799362,0.0074135,0.14533102,0.003091974,0.081522053,0.015860693,0.00443863,0.007432773,0.006133399,0.016438062,0.12191049,0.11916644,0.08377684,0.1170376,0.14937062,0.15221233,0.10618828,0.09451872,0.05581868,0.954812726,0.015163026,0.023113988,0.00443339,0.00247687
North East Derbyshire,72345,28897,0.399433271,16021,0.221452761,3021,0.041758242,0.680309627,1,370000,9.6,0.674946032,0.015535958,0,5045,0.069735296,3.061789153,"4,498",0.638320425,0.288762253,0.600077661,0.006265349,88.3,0.075171931,0.022542122,0.03448834,0.013094066,0.027266359,0.015910015,0.0303503,0.008916519,0.096051775,0.063944228,0.007871029,0.006841775,0.145739571,0.004822513,0.083921471,0.006368346,0.004901933,0.007778608,0.008211732,0.017537725,0.12213614,0.11423002,0.09155533,0.1205805,0.1386277,0.14941861,0.11151261,0.09413489,0.05780421,0.926358542,0.020107886,0.037592091,0.012205361,0.003736121
North East Hampshire,78954,35280,0.446842465,5760,0.072953872,15069,0.190857968,0.750690275,1,300000,10.2,0.768337289,0.01651305,0,4160,0.052688907,-31.03171992,"4,494",0.632203954,0.284543984,0.619743681,0.002535654,70.9,0.075377871,0.026677395,0.03619577,0.012248627,0.050034542,0.017135687,0.033283848,0.00935373,0.118108812,0.065293291,0.008268176,0.01237698,0.152785922,0.006835154,0.121085588,0.010925439,0.00649607,0.008222554,0.006850037,0.021233516,0.11761818,0.11711692,0.11447488,0.11122716,0.12013493,0.14124,0.11480906,0.10094091,0.06243799,0.975607238,0.009913145,0.009775463,0.002925755,0.0017784
North East Hertfordshire,76123,31293,0.411084692,13104,0.172142454,8563,0.112488998,0.726810557,1,262500,9.9,0.70096753,0.015804598,0,5585,0.073368102,-51.83059748,"4,494",0.699459208,0.21795662,0.689457464,0.001232773,60.4,0.072804465,0.030029198,0.045061642,0.013724438,0.053701433,0.025487464,0.038182734,0.010451553,0.100791148,0.071462245,0.008434932,0.011737585,0.171405334,0.005089315,0.114987846,0.011391857,0.007250398,0.011076345,0.007297361,0.026000239,0.09610492,0.10048031,0.08711291,0.10041453,0.11303624,0.1523818,0.14848891,0.12854198,0.07343846,0.985683549,0.005756818,0.006094086,0.001628191,0.000837355
North East Somerset,73692,28360,0.384845031,13631,0.184972589,12422,0.168566466,0.764099224,1,262450,9.8,0.707010341,0.017103514,0,3500,0.047494979,-13.78377551,"4,494",0.670234509,0.252619765,0.658054226,0.001512198,46.5,0.086697587,0.038713233,0.053043778,0.015367603,0.060772378,0.029256469,0.049509856,0.013610653,0.106226831,0.08862276,0.010158828,0.012908754,0.207007715,0.0088969,0.125861724,0.005903452,0.008128666,0.012720957,0.010237702,0.031388358,0.0810425,0.08758391,0.07987808,0.08516369,0.09841774,0.14653638,0.16616055,0.15655966,0.09865749,0.986614685,0.006060606,0.005032784,0.001642153,0.000649773
North Herefordshire,70252,32158,0.457752092,6804,0.096851335,7302,0.103940101,0.726427717,1,199000,6.6,0.70111199,0.021061512,0,5175,0.073663383,-25.27968948,"4,493",0.717679441,0.211282464,0.70792573,0.00285802,49.9,0.073553874,0.028128315,0.039045146,0.013552036,0.058602644,0.020288598,0.036108033,0.01005565,0.1242555,0.072204808,0.009587245,0.009213856,0.168475558,0.005439803,0.120372778,0.008785002,0.008702853,0.009250793,0.00680547,0.02614082,0.10046024,0.11084492,0.1008295,0.11073683,0.12257159,0.15501355,0.12984897,0.10792674,0.06176765,0.981739364,0.006569609,0.008324702,0.00229217,0.001074155
North Norfolk,70729,29792,0.421213364,3895,0.055069349,15397,0.217690056,0.718559572,1,330000,9.3,0.793087042,0.01102606,0,4940,0.069844053,28.03653414,"4,491",0.637568937,0.288101101,0.624768514,0.003144142,78.6,0.07205472,0.029899579,0.04522727,0.011099912,0.062629884,0.018171291,0.03462891,0.009960314,0.122092085,0.064133527,0.007833201,0.010363484,0.154996456,0.003587396,0.101839526,0.017345144,0.006157507,0.009403874,0.005980367,0.024281629,0.11183364,0.10988379,0.07746755,0.1058476,0.1356023,0.14645322,0.12408843,0.11809266,0.07073082,0.97729909,0.009656281,0.009768209,0.001780663,0.001495757
North Shropshire,83258,35444,0.425712844,12495,0.150075668,5643,0.067777271,0.678769608,1,233000,7.7,0.690543589,0.021965515,0.086956522,3640,0.043719522,12.0265036,"4,491",0.616534839,0.316768682,0.584048371,0.009894072,104.4,0.069534072,0.019807365,0.029384015,0.012669445,0.035075868,0.018607117,0.029024933,0.006273062,0.112796369,0.07892806,0.009063715,0.008227825,0.143904822,0.004841181,0.113336513,0.008332839,0.005570405,0.007442074,0.007695629,0.016471125,0.13434856,0.1164584,0.10363552,0.13521521,0.14490754,0.14211305,0.10093828,0.07713192,0.04525155,0.931384332,0.017831689,0.036296897,0.011254274,0.003232809
North Somerset,80194,32801,0.409020625,15265,0.190350899,11051,0.137803327,0.773811008,1,263000,9.1,0.669670923,0.041670323,0.157894737,2970,0.03703519,-36.31394369,"4,490",0.658189402,0.267001765,0.638554088,0.006320518,56.3,0.068669299,0.029593757,0.043467943,0.01484321,0.058524609,0.029706477,0.038491947,0.011657482,0.164389189,0.08124396,0.010069335,0.009744546,0.179772024,0.006387708,0.108828935,0.012973743,0.007787381,0.009552707,0.010998676,0.02441394,0.11378784,0.10733431,0.10831639,0.10854686,0.10955898,0.14012287,0.12927018,0.11653357,0.06652904,0.964579434,0.01306882,0.014983156,0.004962301,0.002406288
North Swindon,82441,32584,0.395240232,16413,0.199087833,4408,0.053468541,0.668538713,1,145000,5.2,0.596785805,0.042289112,0.132352941,2420,0.029354326,4.704917442,"4,489",0.658914957,0.279169362,0.643254738,0.005879932,78.0,0.075254074,0.022430271,0.035353981,0.012577046,0.056927249,0.029639218,0.042107306,0.009600886,0.139784033,0.081808394,0.010501725,0.015450518,0.16051509,0.007832757,0.157304919,0.017414157,0.010390772,0.009337,0.00947614,0.024958487,0.11199294,0.10135464,0.11918834,0.14167511,0.12545498,0.14322301,0.12190888,0.08642915,0.04877294,0.96634719,0.008574901,0.018531585,0.004890143,0.001656181
North Thanet,72756,30066,0.413244269,12877,0.176988839,3439,0.047267579,0.662185937,1,190000,6.3,0.725830876,0.024751257,0.017857143,3775,0.051885755,-31.47954243,"4,489",0.709587489,0.227402981,0.673801009,0.003676389,78.2,0.064608305,0.021995331,0.033636755,0.01431509,0.069003355,0.022275483,0.031927707,0.008936522,0.138172905,0.080098027,0.009532941,0.009098344,0.165617778,0.004437682,0.105646474,0.006075616,0.006135691,0.009194815,0.006723939,0.020418061,0.1164064,0.10954643,0.10832143,0.12085898,0.12575896,0.14698864,0.11952748,0.09808474,0.05450691,0.948674945,0.009907368,0.032265589,0.005753382,0.003398716
North Tyneside,78902,15490,0.196319485,25051,0.317495121,3241,0.041076272,0.639134623,0,228747.5,7.6,0.675145548,0.020250537,0.050632911,5635,0.071417708,-26.45366799,"4,489",0.6520498,0.278536074,0.62266414,0.012945683,94.6,0.064638082,0.018955596,0.030091901,0.013968179,0.030304032,0.019026747,0.029240385,0.007164628,0.117926154,0.071522425,0.007144253,0.008752393,0.141494933,0.004773608,0.102146013,0.008273923,0.006276938,0.007295807,0.007341978,0.015683216,0.14081109,0.11316526,0.10517555,0.13978279,0.1338645,0.13871012,0.10523474,0.07988222,0.04337375,0.937238628,0.018439002,0.0264351,0.014448949,0.003438322
North Warwickshire,70271,30249,0.430462068,12293,0.17493703,2069,0.029443156,0.653384753,1,115000,4.2,0.700158016,0.034334014,0.053571429,2795,0.039774587,36.77451886,"4,489",0.747413671,0.191437163,0.739326306,0.002051694,59.2,0.078110334,0.025268066,0.036869491,0.01625548,0.049329503,0.03041276,0.044805638,0.010599427,0.144359175,0.086323367,0.00917389,0.016040803,0.18719937,0.007064607,0.185637222,0.008164619,0.00865497,0.008988486,0.00940536,0.025185926,0.11087109,0.10656144,0.10363212,0.11689831,0.12309409,0.15366216,0.12907915,0.10146149,0.0547401,0.988927366,0.004852419,0.004906697,0.000759887,0.000553632
North West Cambridgeshire,94909,40307,0.42469102,14324,0.150923516,6881,0.072501027,0.679946054,1,298497.5,8.7,0.68845857,0.014479173,0,5030,0.052998135,6.719041488,"4,488",0.667280613,0.260877745,0.651961658,0.004069871,93.8,0.069619659,0.023132566,0.036784511,0.013368684,0.03356833,0.016336927,0.027725739,0.007800418,0.149721441,0.060912251,0.00799915,0.007097325,0.145548213,0.003974786,0.108532832,0.014945916,0.005419141,0.008431706,0.007786131,0.018877497,0.12253354,0.11219871,0.09702885,0.11831767,0.13546342,0.15331033,0.11105144,0.09609098,0.0540051,0.967460836,0.012576001,0.013576139,0.00431743,0.002069594
